Churn,Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,TotalCharges,customerID,gender,tenure
Yes,Month-to-month,No,Yes,No,116.1,Yes,Yes,No,Yes,No,Bank transfer,No,0,No,No internet service,Yes,1884.7,ID730,Female,66
Yes,Two year,Yes,Yes,No,48.25,Yes,Yes,Yes,Yes,Yes,Mailed check,No,0,Yes,Yes,Yes,6294.6,ID731,Male,29
Yes,Two year,No,Yes,Fiber optic,95.4,Yes,Yes,No internet service,No,Yes,Mailed check,Yes,0,Yes,No internet service,No internet service,7048.0,ID732,Female,34
No,Two year,No,Yes,DSL,113.58,No phone service,No internet service,No internet service,No,Yes,Electronic check,Yes,1,Yes,Yes,No,4156.63,ID733,Male,41
Yes,Month-to-month,No,No internet service,Fiber optic,108.66,No phone service,Yes,No,No,Yes,Bank transfer,Yes,1,No,Yes,No,2986.02,ID734,Male,30
No,Month-to-month,No,No internet service,No,53.61,No,Yes,No,Yes,Yes,Bank transfer,No,1,Yes,No,Yes,7899.64,ID735,Male,47
Yes,Month-to-month,Yes,No,DSL,20.33,No phone service,No internet service,No,Yes,No,Credit card,Yes,0,Yes,No,Yes,4625.7,ID736,Male,12
No,One year,No,No internet service,DSL,78.77,No phone service,Yes,No internet service,No,No,Electronic check,Yes,0,No internet service,No internet service,No,4040.73,ID737,Female,43
Yes,Month-to-month,No,Yes,DSL,27.35,No phone service,Yes,Yes,No,No,Credit card,Yes,1,No,No,No,2037.06,ID738,Male,47
Yes,Two year,Yes,No internet service,No,79.34,Yes,Yes,Yes,Yes,Yes,Credit card,Yes,0,No,No,No internet service,592.3,ID739,Female,26
Yes,One year,Yes,No internet service,No,22.87,No,Yes,No,Yes,Yes,Mailed check,No,0,Yes,No,Yes,2553.11,ID740,Male,20
No,One year,No,Yes,DSL,112.32,No phone service,No internet service,No,No,Yes,Bank transfer,Yes,1,No,No internet service,Yes,6921.8,ID741,Female,37
No,Month-to-month,Yes,Yes,DSL,93.36,Yes,Yes,No internet service,Yes,No,Electronic check,Yes,0,Yes,Yes,No,6221.04,ID742,Male,25
No,Two year,No,No internet service,DSL,63.56,No phone service,No internet service,No,No,No,Credit card,Yes,0,No,No internet service,Yes,1511.17,ID743,Female,3
Yes,Two year,No,No internet service,No,62.84,No phone service,Yes,No,Yes,No,Credit card,No,1,No,No,No internet service,8300.45,ID744,Male,24
No,One year,Yes,Yes,DSL,46.36,No,Yes,Yes,Yes,Yes,Mailed check,Yes,1,No internet service,Yes,No,7407.25,ID745,Male,28
No,Month-to-month,Yes,No,DSL,53.62,No phone service,Yes,No,Yes,No,Bank transfer,Yes,1,Yes,No,Yes,7344.68,ID746,Male,4
Yes,One year,No,No,DSL,37.81,No,No,No internet service,No,No,Credit card,Yes,1,No,No internet service,No internet service,5529.95,ID747,Male,67
Yes,Two year,Yes,No,Fiber optic,82.91,Yes,Yes,Yes,No,Yes,Electronic check,No,1,No internet service,No,No,2878.94,ID748,Female,3
Yes,Two year,Yes,No,Fiber optic,50.56,No phone service,No,No,Yes,Yes,Credit card,No,0,Yes,Yes,No,4394.98,ID749,Male,39
Yes,Two year,No,No,Fiber optic,116.5,Yes,No,No,No,No,Electronic check,No,1,No internet service,No,No,4583.21,ID750,Male,67
Yes,Month-to-month,Yes,Yes,Fiber optic,115.66,No phone service,No,No internet service,No,Yes,Credit card,Yes,1,Yes,No internet service,Yes,3014.95,ID751,Female,23
Yes,One year,Yes,No internet service,DSL,102.3,No phone service,Yes,No,Yes,No,Credit card,No,0,No internet service,No,Yes,2050.38,ID752,Female,44
No,Two year,No,No,DSL,70.26,No phone service,No internet service,No,Yes,No,Mailed check,Yes,0,Yes,No,Yes,143.82,ID753,Male,6
No,Two year,No,Yes,Fiber optic,82.26,No,No internet service,Yes,Yes,No,Bank transfer,Yes,0,Yes,No,No,3496.64,ID754,Female,19
No,Two year,No,No,Fiber optic,106.85,Yes,Yes,No internet service,Yes,No,Bank transfer,No,0,No,No internet service,No internet service,6573.31,ID755,Male,42
Yes,Month-to-month,Yes,No,Fiber optic,105.57,No,No internet service,No,No,Yes,Mailed check,No,1,No internet service,Yes,No,2751.73,ID756,Male,34
No,Two year,No,No internet service,Fiber optic,55.92,No,No,Yes,Yes,No,Bank transfer,Yes,1,No internet service,No,No internet service,4358.24,ID757,Female,56
No,One year,No,Yes,DSL,38.23,No phone service,No internet service,No,No,Yes,Bank transfer,Yes,0,No internet service,Yes,No,8207.75,ID758,Male,62
Yes,Month-to-month,No,Yes,No,31.26,No,No internet service,Yes,No,Yes,Bank transfer,No,0,No,No internet service,No,903.45,ID759,Male,6
Yes,One year,No,No,DSL,86.72,Yes,Yes,No,No,Yes,Credit card,No,1,No internet service,No internet service,Yes,3345.17,ID760,Female,1
Yes,Two year,Yes,Yes,No,20.28,No phone service,No internet service,No,No,Yes,Credit card,Yes,0,Yes,No internet service,No,8202.47,ID761,Male,8
Yes,One year,Yes,No internet service,Fiber optic,97.83,Yes,No,Yes,No,Yes,Mailed check,Yes,1,No internet service,Yes,No,1193.41,ID762,Female,15
No,Month-to-month,No,Yes,DSL,20.99,Yes,Yes,No internet service,Yes,No,Bank transfer,No,1,Yes,No internet service,No internet service,4906.51,ID763,Male,37
Yes,Month-to-month,Yes,Yes,DSL,42.68,Yes,Yes,No internet service,No,No,Credit card,No,1,Yes,No internet service,Yes,7492.33,ID764,Female,53
Yes,One year,No,No,DSL,108.92,No phone service,No internet service,No,No,Yes,Mailed check,Yes,1,No,Yes,Yes,6558.61,ID765,Male,12
No,One year,No,No internet service,No,58.61,No phone service,No,Yes,Yes,Yes,Electronic check,No,0,No,No internet service,Yes,2067.48,ID766,Female,13
No,One year,Yes,No,DSL,83.14,No phone service,Yes,Yes,Yes,Yes,Electronic check,No,1,No,Yes,Yes,4340.43,ID767,Male,44
Yes,One year,No,No internet service,DSL,62.0,No,No internet service,No,No,Yes,Electronic check,No,1,Yes,Yes,Yes,4590.08,ID768,Female,59
Yes,One year,No,Yes,Fiber optic,107.82,No phone service,No internet service,Yes,Yes,Yes,Credit card,Yes,1,No,Yes,No,8043.57,ID769,Male,23
No,Month-to-month,Yes,No,No,73.82,No,No internet service,Yes,Yes,Yes,Electronic check,Yes,1,Yes,Yes,Yes,8583.26,ID770,Female,65
No,Two year,No,No internet service,No,66.4,No phone service,No,No,No,Yes,Mailed check,Yes,1,No internet service,No internet service,No internet service,1193.11,ID771,Male,50
No,Two year,Yes,No,DSL,108.3,Yes,No internet service,Yes,No,Yes,Bank transfer,No,0,No internet service,No internet service,No,2740.42,ID772,Male,64
No,One year,Yes,No,No,104.79,No phone service,No internet service,Yes,Yes,Yes,Mailed check,No,1,Yes,No internet service,No,4993.59,ID773,Male,60
Yes,Two year,No,No,Fiber optic,113.09,No phone service,No,Yes,No,Yes,Electronic check,No,0,No,No,Yes,3147.99,ID774,Male,6
Yes,Two year,No,No,Fiber optic,39.38,No phone service,Yes,No,Yes,Yes,Bank transfer,No,1,No internet service,Yes,Yes,2428.21,ID775,Male,69
Yes,Two year,No,No,No,54.6,Yes,No,No,No,Yes,Bank transfer,No,0,No internet service,No internet service,No internet service,5926.27,ID776,Male,47
Yes,Two year,No,Yes,Fiber optic,65.26,No,Yes,Yes,Yes,Yes,Mailed check,No,1,No internet service,Yes,No,6695.27,ID777,Female,71
Yes,Month-to-month,Yes,Yes,No,72.28,No phone service,No internet service,No internet service,Yes,Yes,Credit card,No,1,No internet service,No internet service,No internet service,174.0,ID778,Male,18
No,One year,Yes,No internet service,Fiber optic,64.63,No,No,Yes,No,No,Bank transfer,No,0,Yes,No internet service,No internet service,2274.62,ID779,Female,34
Yes,Month-to-month,Yes,No,DSL,49.65,No,Yes,No,Yes,No,Electronic check,No,0,No internet service,Yes,No,201.19,ID780,Female,56
No,One year,No,No internet service,No,29.46,No phone service,No internet service,Yes,Yes,No,Bank transfer,Yes,1,Yes,No,Yes,6194.94,ID781,Male,22
No,One year,Yes,No,No,116.15,No phone service,No,Yes,Yes,No,Bank transfer,Yes,1,No,No internet service,No internet service,3426.55,ID782,Male,52
No,Month-to-month,No,Yes,No,36.11,Yes,Yes,No,Yes,No,Credit card,Yes,0,No internet service,No,No,3516.61,ID783,Male,52
Yes,Month-to-month,No,No internet service,No,111.45,Yes,No internet service,No,No,No,Bank transfer,Yes,1,No internet service,No internet service,No,4620.87,ID784,Female,68
Yes,Month-to-month,Yes,No internet service,DSL,72.64,Yes,Yes,No internet service,No,No,Mailed check,Yes,1,No,No,No,8183.25,ID785,Female,49
Yes,One year,No,No internet service,Fiber optic,92.49,Yes,No,No,No,Yes,Bank transfer,No,1,No,Yes,No,5988.13,ID786,Male,5
Yes,Two year,No,No internet service,No,30.95,No phone service,No,No internet service,Yes,Yes,Electronic check,No,1,Yes,No,No internet service,2347.62,ID787,Male,47
No,One year,Yes,Yes,No,43.09,Yes,No,No,No,No,Electronic check,No,1,No internet service,No,Yes,1317.25,ID788,Female,58
No,Two year,Yes,No,No,27.67,No,Yes,No internet service,No,Yes,Bank transfer,No,0,No,No internet service,Yes,1048.09,ID789,Female,44
No,One year,No,No,DSL,111.97,Yes,No,No,No,No,Mailed check,Yes,1,No internet service,No,Yes,287.41,ID790,Female,22
No,Month-to-month,No,No,Fiber optic,113.44,No phone service,No internet service,No,Yes,Yes,Electronic check,Yes,0,Yes,No internet service,No,8382.29,ID791,Male,7
Yes,One year,No,No,Fiber optic,50.88,No phone service,No,No,Yes,No,Credit card,No,1,No internet service,No,No,4224.29,ID792,Female,57
Yes,One year,No,No,DSL,48.9,No,Yes,No,No,No,Mailed check,Yes,0,Yes,No internet service,No internet service,7376.62,ID793,Female,3
Yes,Two year,Yes,No internet service,DSL,118.61,Yes,Yes,Yes,No,No,Electronic check,No,1,No internet service,No internet service,Yes,210.77,ID794,Female,46
Yes,Month-to-month,Yes,No internet service,DSL,62.52,Yes,No internet service,No internet service,No,No,Credit card,Yes,1,No,Yes,No internet service,7139.82,ID795,Male,42
No,Two year,No,No internet service,No,108.08,No phone service,No internet service,Yes,No,No,Mailed check,Yes,0,Yes,No internet service,Yes,8124.9,ID796,Male,35
Yes,Month-to-month,No,Yes,DSL,104.44,Yes,No,No,No,Yes,Electronic check,Yes,0,No internet service,No,No internet service,2673.41,ID797,Male,37
No,Month-to-month,Yes,No,Fiber optic,108.0,No,No internet service,No internet service,No,Yes,Bank transfer,Yes,0,No internet service,No,Yes,3951.62,ID798,Female,48
Yes,One year,No,No internet service,No,92.7,No phone service,No,Yes,Yes,Yes,Bank transfer,Yes,0,No internet service,No,No,1761.07,ID799,Female,56
No,Two year,No,No,No,106.36,No phone service,No internet service,Yes,Yes,Yes,Electronic check,No,1,No,No,No internet service,7756.52,ID800,Female,35
No,Month-to-month,Yes,No,Fiber optic,25.09,Yes,No internet service,No,No,Yes,Credit card,Yes,1,Yes,No,Yes,6797.59,ID801,Female,55
Yes,One year,No,Yes,DSL,91.34,Yes,No internet service,No,Yes,No,Credit card,No,0,Yes,No,No internet service,6868.87,ID802,Male,42
No,Two year,No,Yes,DSL,87.42,No phone service,Yes,Yes,Yes,Yes,Bank transfer,Yes,1,No,No internet service,No,8209.45,ID803,Male,28
No,One year,No,No,No,60.5,No,No,Yes,No,No,Credit card,Yes,0,No internet service,No internet service,Yes,5850.96,ID804,Female,9
Yes,Two year,No,Yes,No,63.12,No,No internet service,No internet service,Yes,Yes,Electronic check,No,0,No internet service,No internet service,No,4707.67,ID805,Male,32
No,Two year,No,No internet service,No,103.5,Yes,No internet service,Yes,No,Yes,Electronic check,No,1,No internet service,Yes,No internet service,464.82,ID806,Female,50
No,One year,Yes,No,Fiber optic,91.18,Yes,No internet service,No,Yes,No,Credit card,No,0,No,No,No internet service,3238.75,ID807,Male,54
Yes,Month-to-month,Yes,Yes,Fiber optic,52.5,Yes,No internet service,No,No,No,Credit card,Yes,0,Yes,No internet service,No,5184.72,ID808,Male,48
No,One year,Yes,No internet service,No,43.63,No,No,No,No,Yes,Mailed check,Yes,0,No internet service,No internet service,Yes,7069.81,ID809,Male,64
Yes,Month-to-month,No,No internet service,DSL,113.88,No,No internet service,No,Yes,Yes,Bank transfer,Yes,0,No internet service,No internet service,No,3166.85,ID810,Female,28
No,One year,Yes,Yes,Fiber optic,94.26,No,No internet service,Yes,Yes,Yes,Bank transfer,Yes,1,No internet service,No,No,1945.67,ID811,Female,22
No,One year,Yes,No internet service,DSL,76.78,No,No,Yes,Yes,Yes,Electronic check,Yes,0,No internet service,Yes,No,3495.26,ID812,Female,5
Yes,One year,Yes,No internet service,DSL,31.24,No,No,No internet service,Yes,Yes,Mailed check,No,1,Yes,Yes,Yes,2108.75,ID813,Female,3
Yes,One year,No,Yes,DSL,26.21,No phone service,Yes,No internet service,No,No,Bank transfer,Yes,1,No internet service,No,Yes,3438.86,ID814,Male,21
No,Two year,No,No,No,77.9,Yes,Yes,Yes,Yes,No,Bank transfer,No,1,Yes,Yes,No internet service,1638.14,ID815,Male,29
No,Two year,Yes,No,DSL,59.6,No,No internet service,No,No,Yes,Bank transfer,No,0,No,No,No,7584.38,ID816,Female,12
No,One year,Yes,No,Fiber optic,48.35,No,No,No,Yes,No,Bank transfer,Yes,1,No internet service,No internet service,Yes,4054.35,ID817,Female,54
No,Two year,No,No,No,73.33,Yes,No,No internet service,Yes,Yes,Mailed check,Yes,0,No,No,No,7203.01,ID818,Female,39
No,Month-to-month,No,No internet service,DSL,63.34,Yes,Yes,No internet service,Yes,Yes,Mailed check,No,0,No internet service,Yes,No,432.24,ID819,Male,5
Yes,One year,No,No,Fiber optic,105.64,Yes,Yes,No,No,No,Mailed check,Yes,1,Yes,No,Yes,8170.4,ID820,Male,3
No,Month-to-month,Yes,No internet service,Fiber optic,58.81,Yes,No,No,No,Yes,Electronic check,No,0,No internet service,No,No internet service,1213.08,ID821,Female,55
No,Two year,No,No,DSL,106.24,No phone service,Yes,No internet service,Yes,Yes,Electronic check,No,0,No,No,No,2296.0,ID822,Female,26
No,One year,Yes,No,Fiber optic,59.79,No,No,Yes,No,No,Bank transfer,No,1,No,Yes,No internet service,4375.81,ID823,Female,42
Yes,Month-to-month,No,No internet service,DSL,68.39,No phone service,No,No internet service,No,No,Mailed check,Yes,1,Yes,Yes,No internet service,3142.82,ID824,Male,43
Yes,Month-to-month,Yes,No,Fiber optic,90.38,No,No internet service,No internet service,No,Yes,Mailed check,No,0,No internet service,No,No,4427.85,ID825,Male,51
Yes,One year,No,No,DSL,109.63,Yes,No,No,Yes,No,Electronic check,Yes,1,Yes,No internet service,Yes,6172.89,ID826,Male,9
Yes,One year,No,No,Fiber optic,86.79,Yes,No,No internet service,No,No,Credit card,No,0,No internet service,Yes,No internet service,4892.9,ID827,Female,41
Yes,One year,No,No internet service,DSL,66.65,No,No internet service,Yes,Yes,No,Electronic check,No,1,Yes,No,No,4627.27,ID828,Male,21
Yes,Two year,No,No,No,111.62,No,No,No internet service,No,Yes,Bank transfer,No,1,Yes,Yes,No,8487.66,ID829,Female,17
Yes,Month-to-month,Yes,No internet service,DSL,80.32,No,No,No,Yes,No,Bank transfer,No,0,No,Yes,No internet service,4902.34,ID830,Male,43
No,One year,Yes,No internet service,DSL,88.46,No,Yes,No internet service,Yes,Yes,Credit card,No,0,Yes,No,Yes,5713.84,ID831,Male,7
No,One year,No,No internet service,DSL,38.75,No,No internet service,No internet service,No,Yes,Bank transfer,No,1,Yes,Yes,No,2520.76,ID832,Female,42
No,One year,No,No,Fiber optic,28.36,Yes,No internet service,No,Yes,No,Mailed check,No,1,Yes,Yes,Yes,3586.35,ID833,Female,21
Yes,Two year,Yes,Yes,Fiber optic,54.26,Yes,Yes,No internet service,No,Yes,Credit card,No,0,Yes,No internet service,No,1189.04,ID834,Male,62
No,Month-to-month,No,Yes,DSL,99.37,No,No,Yes,Yes,No,Bank transfer,No,0,No,Yes,No,6691.88,ID835,Male,40
No,Month-to-month,Yes,Yes,DSL,26.18,No phone service,No internet service,No internet service,Yes,Yes,Bank transfer,Yes,0,No,Yes,Yes,8216.23,ID836,Female,34
No,One year,No,No,DSL,64.44,No,No internet service,Yes,No,No,Electronic check,No,1,No,No,Yes,2811.25,ID837,Female,42
Yes,Two year,Yes,No,No,64.43,No,Yes,No internet service,Yes,No,Mailed check,No,1,No,Yes,Yes,7851.45,ID838,Male,19
No,Two year,Yes,No,Fiber optic,98.38,No,No internet service,No,Yes,No,Credit card,Yes,1,No internet service,No,No internet service,2910.46,ID839,Female,12
Yes,One year,Yes,Yes,Fiber optic,104.53,Yes,No,No,Yes,Yes,Mailed check,No,1,Yes,No internet service,No internet service,1529.77,ID840,Male,23
No,Two year,Yes,No internet service,DSL,102.67,Yes,No internet service,No internet service,Yes,Yes,Bank transfer,Yes,0,No internet service,No,No,2487.85,ID841,Female,45
Yes,Two year,Yes,No,Fiber optic,69.03,Yes,No,No internet service,No,Yes,Credit card,Yes,0,No,Yes,No,7410.55,ID842,Female,62
No,One year,Yes,No,Fiber optic,106.77,No,No,No,Yes,Yes,Electronic check,No,1,Yes,No internet service,Yes,1721.93,ID843,Male,33
Yes,Month-to-month,Yes,Yes,Fiber optic,32.54,No phone service,Yes,No,Yes,Yes,Credit card,Yes,0,No internet service,No,No,6451.72,ID844,Male,39
Yes,Month-to-month,Yes,No internet service,No,81.06,No,No,No internet service,Yes,No,Credit card,No,0,Yes,No internet service,No internet service,2322.65,ID845,Male,16
Yes,One year,Yes,Yes,DSL,50.01,No,No internet service,No,Yes,Yes,Credit card,No,0,No,Yes,No internet service,1125.54,ID846,Female,42
No,Month-to-month,No,No internet service,DSL,106.96,Yes,No,No,Yes,Yes,Mailed check,No,1,No,No,Yes,5353.19,ID847,Male,59
Yes,One year,Yes,No internet service,Fiber optic,30.43,No phone service,Yes,No internet service,Yes,No,Mailed check,Yes,0,Yes,No internet service,No,136.08,ID848,Female,56
Yes,Two year,Yes,Yes,Fiber optic,111.53,No,No internet service,No,Yes,No,Credit card,No,0,Yes,No internet service,No,1755.29,ID849,Male,57
Yes,Month-to-month,Yes,No,DSL,76.3,No,No internet service,No internet service,Yes,No,Electronic check,No,1,No internet service,No,No internet service,3823.78,ID850,Male,56
No,Month-to-month,No,Yes,No,45.31,No,No,Yes,Yes,Yes,Credit card,No,1,No internet service,No internet service,No internet service,7472.65,ID851,Male,49
Yes,Two year,No,No internet service,No,23.55,Yes,No internet service,Yes,No,Yes,Credit card,Yes,1,No internet service,No internet service,Yes,4592.71,ID852,Male,44
Yes,One year,No,Yes,Fiber optic,49.55,Yes,Yes,No internet service,No,Yes,Mailed check,No,1,No internet service,No,Yes,4176.33,ID853,Male,49
No,Month-to-month,No,Yes,Fiber optic,58.16,No phone service,No internet service,No,No,No,Bank transfer,No,1,No internet service,No internet service,No,5011.02,ID854,Male,23
Yes,Month-to-month,No,No internet service,Fiber optic,115.01,Yes,No,Yes,Yes,Yes,Bank transfer,No,0,Yes,No,No internet service,1180.23,ID855,Male,15
Yes,Two year,No,No,DSL,110.24,No,No,No,No,Yes,Bank transfer,No,1,No,Yes,No,3509.62,ID856,Female,55
No,Month-to-month,No,No internet service,DSL,100.79,Yes,No internet service,No internet service,No,No,Credit card,No,0,No internet service,No,No,6373.91,ID857,Female,46
Yes,One year,No,No internet service,No,79.41,Yes,No internet service,Yes,No,Yes,Bank transfer,No,0,No,No,No,6268.2,ID858,Male,48
Yes,Month-to-month,No,No,Fiber optic,29.8,No phone service,No internet service,No internet service,Yes,Yes,Bank transfer,No,1,No,Yes,No,8477.83,ID859,Female,49
Yes,One year,Yes,No internet service,Fiber optic,66.33,No phone service,No,No,No,No,Credit card,Yes,1,No internet service,No,Yes,3251.69,ID860,Male,39
No,Two year,No,Yes,No,21.85,No,Yes,No internet service,Yes,No,Electronic check,Yes,0,Yes,No internet service,Yes,4464.0,ID861,Male,71
Yes,Month-to-month,Yes,Yes,No,28.8,No phone service,No,No,No,Yes,Mailed check,No,1,No,Yes,No internet service,2894.29,ID862,Male,28
No,Month-to-month,Yes,No internet service,Fiber optic,68.05,No phone service,No internet service,No internet service,Yes,No,Bank transfer,No,1,Yes,Yes,No internet service,508.71,ID863,Male,42
Yes,Two year,No,Yes,No,50.28,No,No,Yes,Yes,No,Credit card,No,1,No internet service,Yes,No internet service,3798.92,ID864,Male,44
Yes,One year,No,No internet service,DSL,100.96,Yes,No,No internet service,No,No,Bank transfer,No,1,No,No,No internet service,5542.01,ID865,Female,13
No,One year,No,No,No,73.01,No phone service,No internet service,Yes,Yes,Yes,Mailed check,Yes,0,Yes,No internet service,Yes,2848.35,ID866,Male,71
Yes,One year,Yes,Yes,No,34.71,No,No,Yes,No,No,Electronic check,No,0,No,No internet service,No internet service,4492.89,ID867,Male,17
Yes,One year,No,Yes,DSL,103.58,Yes,Yes,No,Yes,Yes,Bank transfer,Yes,0,No internet service,No internet service,Yes,508.47,ID868,Male,64
No,Month-to-month,No,Yes,No,107.29,No phone service,No internet service,No internet service,No,Yes,Electronic check,No,0,Yes,Yes,No internet service,499.2,ID869,Male,38
No,Month-to-month,Yes,No internet service,DSL,117.87,No phone service,Yes,No internet service,No,Yes,Mailed check,Yes,0,No,Yes,No internet service,1580.07,ID870,Female,70
Yes,One year,No,No,Fiber optic,84.09,No,No internet service,No internet service,Yes,Yes,Mailed check,No,0,No internet service,No,Yes,4746.23,ID871,Male,45
Yes,Two year,No,No,No,36.76,No phone service,Yes,Yes,Yes,No,Electronic check,No,1,No internet service,No,Yes,868.3,ID872,Female,65
No,One year,Yes,No,Fiber optic,105.69,No phone service,No,No,No,No,Mailed check,No,0,Yes,No internet service,No,7997.25,ID873,Male,1
Yes,Month-to-month,Yes,No,DSL,77.12,No,No internet service,No,Yes,No,Mailed check,Yes,1,Yes,No internet service,No,2989.65,ID874,Male,42
No,One year,No,No internet service,No,77.26,No,No internet service,Yes,No,No,Credit card,Yes,1,No,Yes,No,5135.04,ID875,Male,16
No,Month-to-month,No,No,DSL,72.16,No,No internet service,Yes,Yes,No,Bank transfer,Yes,1,Yes,Yes,No,1151.16,ID876,Female,69
Yes,Two year,Yes,No internet service,Fiber optic,114.9,No phone service,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No,No,No,7621.88,ID877,Female,23
Yes,One year,No,Yes,No,104.98,No phone service,Yes,No,No,No,Bank transfer,Yes,1,Yes,No,No internet service,1361.11,ID878,Male,7
Yes,Two year,No,Yes,DSL,76.5,No,No internet service,No internet service,Yes,Yes,Bank transfer,Yes,0,No internet service,No internet service,No,8054.82,ID879,Male,69
No,Two year,No,No,No,94.43,Yes,Yes,No internet service,Yes,Yes,Credit card,Yes,0,No,No internet service,Yes,7105.36,ID880,Male,68
Yes,Two year,Yes,No internet service,Fiber optic,95.79,No phone service,No,No internet service,Yes,Yes,Mailed check,No,0,No,No internet service,Yes,1966.95,ID881,Female,45
No,One year,Yes,No,No,61.14,No,No internet service,No internet service,No,Yes,Mailed check,No,1,No,Yes,Yes,1710.2,ID882,Male,26
No,Two year,No,No,Fiber optic,83.1,No,Yes,Yes,No,Yes,Electronic check,Yes,1,Yes,No internet service,No,6534.09,ID883,Female,33
No,Month-to-month,Yes,No internet service,DSL,71.81,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No,Yes,Yes,5175.37,ID884,Female,6
No,Month-to-month,Yes,No internet service,DSL,81.58,No phone service,No,No internet service,No,Yes,Bank transfer,Yes,1,No,No,No internet service,298.46,ID885,Male,34
No,Month-to-month,Yes,Yes,Fiber optic,118.72,No phone service,Yes,Yes,No,Yes,Mailed check,No,1,No internet service,Yes,Yes,5133.95,ID886,Female,20
Yes,One year,Yes,No,DSL,60.78,No,No internet service,Yes,Yes,No,Bank transfer,No,1,No,No,Yes,7209.91,ID887,Female,71
Yes,Month-to-month,Yes,No internet service,Fiber optic,100.52,No phone service,No internet service,No internet service,Yes,Yes,Bank transfer,Yes,1,No,No internet service,No,4143.1,ID888,Female,36
No,Two year,Yes,No,No,53.32,No phone service,Yes,No internet service,No,No,Bank transfer,Yes,0,No,No internet service,Yes,435.41,ID889,Female,33
Yes,Month-to-month,No,No,No,61.89,No phone service,Yes,Yes,No,Yes,Mailed check,Yes,0,Yes,No,No,7292.68,ID890,Female,53
Yes,One year,Yes,No internet service,No,80.69,No phone service,No internet service,Yes,Yes,Yes,Mailed check,No,1,No internet service,No,No,5314.33,ID891,Male,16
Yes,Two year,Yes,No,No,57.6,No phone service,No internet service,Yes,No,Yes,Bank transfer,Yes,1,No,No,No internet service,5864.17,ID892,Female,36
No,Two year,No,No internet service,DSL,38.01,No,No,No internet service,No,Yes,Electronic check,No,1,No,Yes,No,2407.25,ID893,Female,51
No,One year,No,No internet service,No,56.02,Yes,No internet service,No internet service,No,No,Credit card,No,0,Yes,No,Yes,1751.26,ID894,Female,25
No,Month-to-month,No,No,Fiber optic,79.52,Yes,No,No internet service,No,No,Bank transfer,Yes,1,Yes,No,Yes,4317.0,ID895,Male,24
Yes,One year,No,Yes,No,81.6,No,No internet service,Yes,Yes,No,Electronic check,No,1,No internet service,No internet service,No internet service,4518.83,ID896,Female,28
No,One year,Yes,Yes,DSL,21.66,Yes,No internet service,No,No,Yes,Electronic check,No,1,Yes,Yes,No internet service,6375.91,ID897,Male,47
Yes,One year,Yes,Yes,DSL,90.12,No phone service,Yes,No internet service,No,Yes,Credit card,No,1,Yes,No internet service,Yes,204.36,ID898,Male,14
No,Two year,Yes,No internet service,DSL,102.03,No,No internet service,No internet service,No,Yes,Mailed check,No,1,No,No internet service,No internet service,2768.89,ID899,Male,23
No,Two year,No,Yes,Fiber optic,68.03,Yes,No,Yes,No,Yes,Electronic check,No,0,No internet service,No internet service,No internet service,1687.68,ID900,Female,7
Yes,One year,No,No,No,90.05,Yes,No,Yes,Yes,No,Mailed check,Yes,0,No,Yes,No internet service,6094.62,ID901,Female,25
No,One year,Yes,No,No,117.9,No phone service,No internet service,Yes,Yes,Yes,Electronic check,No,1,No,No internet service,No,7691.38,ID902,Female,49
Yes,Month-to-month,Yes,Yes,DSL,68.22,No,Yes,Yes,Yes,No,Credit card,Yes,0,Yes,No internet service,No internet service,389.71,ID903,Male,48
Yes,Two year,No,No,DSL,84.83,Yes,No internet service,No,No,Yes,Bank transfer,No,0,No internet service,No internet service,Yes,7762.22,ID904,Female,14
Yes,Month-to-month,No,No internet service,Fiber optic,84.96,No phone service,Yes,Yes,Yes,No,Electronic check,No,0,No internet service,Yes,Yes,3032.0,ID905,Female,67
Yes,One year,No,Yes,No,37.74,No phone service,No internet service,Yes,Yes,Yes,Credit card,No,0,No internet service,Yes,Yes,4272.52,ID906,Male,40
No,Two year,Yes,No,Fiber optic,81.59,No phone service,No internet service,Yes,No,Yes,Bank transfer,No,1,No internet service,No internet service,No,674.03,ID907,Female,28
No,One year,Yes,No,Fiber optic,36.71,No phone service,Yes,No,Yes,No,Credit card,No,1,Yes,No internet service,No internet service,1105.14,ID908,Male,62
No,One year,No,No internet service,No,38.64,No,Yes,No,Yes,No,Bank transfer,No,1,No internet service,No internet service,Yes,8084.87,ID909,Male,38
Yes,Two year,Yes,Yes,Fiber optic,68.21,No,Yes,No internet service,No,Yes,Electronic check,No,0,No,No,Yes,4397.93,ID910,Female,6
Yes,Month-to-month,No,Yes,No,118.04,No,No internet service,No internet service,No,No,Mailed check,Yes,1,Yes,Yes,Yes,2763.38,ID911,Female,20
Yes,One year,Yes,Yes,No,29.28,Yes,No,No,Yes,No,Mailed check,No,1,No,No,No,1240.97,ID912,Female,16
